element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,7,"=""34.635""","=""0.011""","=""34.631""","=""0.013""","=""1600bl*""","=""""",,"=""1177910""","=""1466670""","=""1s2.2p.3d""","=""3F*""","=""2""","=""1s2.2p.4f""","=""3G""","=""3""",,"=""""","=""L9089""",
Ne,7,"=""""","=""""","=""34.65""","=""0.05""","=""""","=""5.3e+09""",B,"=""1172020""","=""1460600""","=""1s2.2p.3p""","=""3P""","=""1""","=""1s2.2p.4d""","=""3D*""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""34.685""","=""0.005""","=""34.686""","=""0.008""","=""4700*""","=""""",,"=""1178270""","=""1466569""","=""1s2.2p.3d""","=""3F*""","=""3""","=""1s2.2p.4f""","=""3G""","=""4""",,"=""""","=""L9089""",
Ne,7,"=""34.685""","=""0.005""","=""34.690""","=""0.006""","=""4700*""","=""""",,"=""1179188""","=""1467457""","=""1s2.2p.3d""","=""3F*""","=""4""","=""1s2.2p.4f""","=""3G""","=""5""",,"=""""","=""L9089""",
Ne,7,"=""""","=""""","=""34.69""","=""0.05""","=""""","=""3.5e+08""",B,"=""1172350""","=""1460600""","=""1s2.2p.3p""","=""3P""","=""2""","=""1s2.2p.4d""","=""3D*""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""34.762""","=""0.005""","=""34.763""","=""0.005""","=""800""","=""""",,"=""1180070""","=""1467730""","=""1s2.2p.3d""","=""1D*""","=""2""","=""1s2.2p.4f""","=""1D""","=""2""",,"=""""","=""L9089""",
Ne,7,"=""34.892""","=""0.005""","=""34.892""","=""0.005""","=""1800""","=""""",,"=""1180070""","=""1466670""","=""1s2.2p.3d""","=""1D*""","=""2""","=""1s2.2p.4f""","=""3G""","=""3""",,"=""""","=""L9089""",
Ne,6,"=""""","=""""","=""35.08""","=""0.03""","=""""","=""1.6e+08""",C,"=""771206.7""","=""[1056300]""","=""2s2.3p""","=""2P*""","=""1/2""","=""2p2.(1D).3s""","=""2D""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,7,"=""""","=""""","=""35.094""","=""0.015""","=""""","=""3.6e+08""",B,"=""1185130""","=""1470080""","=""1s2.2p.3p""","=""1D""","=""2""","=""1s2.2p.4d""","=""1P*""","=""1""",,"=""T5633c91""","=""""",
Ne,7,"=""35.096""","=""0.015""","=""35.098""","=""0.014""","=""1000bl""","=""""",,"=""1177910""","=""1462830""","=""1s2.2p.3d""","=""3F*""","=""2""","=""1s2.2p.4f""","=""3F""","=""3""",,"=""""","=""L9089""",
Ne,6,"=""""","=""""","=""35.12""","=""0.03""","=""""","=""1.9e+08""",C,"=""771529.25""","=""1056300""","=""2s2.3p""","=""2P*""","=""3/2""","=""2p2.(1D).3s""","=""2D""","=""5/2""",,"=""T7192c91,LS""","=""""",
Ne,6,"=""""","=""""","=""35.12""","=""0.03""","=""""","=""3.1e+07""",D,"=""771529.25""","=""[1056300]""","=""2s2.3p""","=""2P*""","=""3/2""","=""2p2.(1D).3s""","=""2D""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,7,"=""35.158""","=""0.005""","=""35.159""","=""0.005""","=""1500""","=""""",,"=""1185130""","=""1469550""","=""1s2.2p.3p""","=""1D""","=""2""","=""1s2.2p.4d""","=""1F*""","=""3""",,"=""""","=""L9089""",
Ne,2,"=""35.2247""","=""0.0003""","=""35.224366""","=""0.000011""","=""60bl""","=""""",,"=""0.0000""","=""283894.3965""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""1/2""",,"=""""","=""L1406""",
Ne,7,"=""35.292""","=""0.005""","=""35.291""","=""0.005""","=""1400""","=""""",,"=""1179188""","=""1462550""","=""1s2.2p.3d""","=""3F*""","=""4""","=""1s2.2p.4f""","=""3F""","=""4""",,"=""""","=""L9089""",
Ne,2,"=""35.2956""","=""0.0003""","=""35.295488""","=""0.000011""","=""180""","=""""",,"=""0.0000""","=""283322.3319""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""35.3215""","=""0.0003""","=""35.321464""","=""0.000011""","=""100""","=""""",,"=""780.4240""","=""283894.3965""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""1/2""",,"=""""","=""L1406""",
Ne,7,"=""""","=""""","=""35.366""","=""0.015""","=""m""","=""""",,"=""1180070""","=""1462830""","=""1s2.2p.3d""","=""1D*""","=""2""","=""1s2.2p.4f""","=""3F""","=""3""",,"=""""","=""L9089""",
Ne,2,"=""""","=""""","=""35.375611""","=""0.000011""","=""""","=""""",,"=""0.0000""","=""282680.6284""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4s""","=""4P""","=""1/2""",,"=""""","=""""",
Ne,2,"=""35.3935""","=""0.0003""","=""35.392980""","=""0.000011""","=""60""","=""""",,"=""780.4240""","=""283322.3319""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""""","=""""","=""35.413862""","=""0.000011""","=""""","=""""",,"=""0.0000""","=""282375.3049""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4s""","=""4P""","=""3/2""",,"=""""","=""""",
Ne,7,"=""35.460""","=""0.005""","=""35.460""","=""0.005""","=""5300""","=""""",,"=""1180070""","=""1462080""","=""1s2.2p.3d""","=""1D*""","=""2""","=""1s2.2p.4f""","=""1F""","=""3""",,"=""""","=""L9089""",
Ne,2,"=""""","=""""","=""35.461211""","=""0.000011""","=""""","=""""",,"=""0.0000""","=""281998.2635""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4s""","=""4P""","=""5/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""35.473546""","=""0.000011""","=""""","=""""",,"=""780.4240""","=""282680.6284""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4s""","=""4P""","=""1/2""",,"=""""","=""""",
Ne,2,"=""35.4962""","=""0.0003""","=""35.496203""","=""0.000011""","=""120""","=""""",,"=""0.0000""","=""281720.2755""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""""","=""""","=""35.512009""","=""0.000011""","=""""","=""""",,"=""780.4240""","=""282375.3049""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4s""","=""4P""","=""3/2""",,"=""""","=""""",
Ne,7,"=""""","=""""","=""35.529""","=""0.015""","=""""","=""7.4e+09""",C,"=""1025620.6""","=""1307080""","=""1s2.2s.3p""","=""1P*""","=""1""","=""1s2.2s.4s""","=""1S""","=""0""",,"=""T5633c91""","=""""",
Ne,7,"=""""","=""""","=""35.5345""","=""0.0008""","=""""","=""1.77e+05""",A,"=""111708.0""","=""393125""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p2""","=""1S""","=""0""",,"=""u34""","=""""",
Ne,2,"=""35.5454""","=""0.0003""","=""35.545126""","=""0.000011""","=""40c""","=""""",,"=""0.0000""","=""281332.521""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""1/2""",,"=""""","=""L1406""",
Ne,2,"=""35.5656""","=""0.0003""","=""35.565500""","=""0.000011""","=""80""","=""""",,"=""0.0000""","=""281171.3566""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""",,"=""""","=""L1406""",
Ne,2,"=""35.5848""","=""0.0015""","=""35.583905""","=""0.000011""","=""42""","=""""",,"=""0.0000""","=""281025.9326""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""",,"=""""","=""L3401""",
Ne,2,"=""""","=""""","=""35.588516""","=""0.000011""","=""""","=""""",,"=""0.0000""","=""280989.5229""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""35.593892""","=""0.000011""","=""""","=""""",,"=""0.0000""","=""280947.0768""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""",,"=""""","=""""",
Ne,2,"=""35.5948""","=""0.0003""","=""35.594808""","=""0.000011""","=""80""","=""""",,"=""780.4240""","=""281720.2755""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""",,"=""""","=""L1406""",
Ne,7,"=""35.602""","=""0.005""","=""35.594""","=""0.006""","=""21000*""","=""""",,"=""1054354.4""","=""1335300""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.4f""","=""3F*""","=""3""",,"=""""","=""L9089""",
Ne,7,"=""35.602""","=""0.005""","=""35.597""","=""0.006""","=""21000*""","=""""",,"=""1054428.3""","=""1335347""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4f""","=""3F*""","=""4""",,"=""""","=""L9089""",
Ne,7,"=""35.602""","=""0.005""","=""35.602""","=""0.010""","=""21000*""","=""""",,"=""1054310.0""","=""1335190""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.4f""","=""3F*""","=""2""",,"=""""","=""L9089""",
Ne,2,"=""35.6129""","=""0.0003""","=""35.612886""","=""0.000011""","=""80""","=""""",,"=""0.0000""","=""280797.2387""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""5/2""",,"=""""","=""L1406""",
Ne,2,"=""""","=""""","=""35.616530""","=""0.000011""","=""""","=""""",,"=""0.0000""","=""280768.508""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""1/2""",,"=""""","=""""",
Ne,2,"=""35.6441""","=""0.0003""","=""35.644004""","=""0.000011""","=""60""","=""""",,"=""780.4240""","=""281332.521""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""1/2""",,"=""""","=""L1406""",
Ne,2,"=""35.6541""","=""0.0003""","=""35.653985""","=""0.000011""","=""60""","=""""",,"=""0.0000""","=""280473.5550""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""35.6800""","=""0.0003""","=""35.680014""","=""0.000011""","=""100""","=""""",,"=""0.0000""","=""280268.9453""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""",,"=""""","=""L1406""",
Ne,2,"=""35.6877""","=""0.0003""","=""35.687635""","=""0.000011""","=""40""","=""""",,"=""780.4240""","=""280989.5229""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""""","=""""","=""35.693042""","=""0.000011""","=""""","=""""",,"=""780.4240""","=""280947.0768""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""35.715806""","=""0.000011""","=""""","=""""",,"=""780.4240""","=""280768.508""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""1/2""",,"=""""","=""""",
Ne,2,"=""35.7536""","=""0.0003""","=""35.753470""","=""0.000012""","=""80""","=""""",,"=""780.4240""","=""280473.5550""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",,"=""""","=""L1406""",
Ne,4,"=""35.78348""","=""0.00022""","=""35.78340""","=""0.00022""","=""120000""","=""1.50e+10""",E,"=""41278.89""","=""320738.1""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s.2p4""","=""2P""","=""1/2""",,"=""u3,LS""","=""L17865""",
Ne,2,"=""""","=""""","=""35.788051""","=""0.000012""","=""""","=""""",,"=""0.0000""","=""279422.869""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""1/2""",,"=""""","=""""",
Ne,5,"=""35.7944""","=""0.0005""","=""35.7947""","=""0.0004""","=""800""","=""2.5e+09""",E,"=""0.000""","=""279371.2""","=""2s2.2p2""","=""3P""","=""0""","=""2s.2p3""","=""3S*""","=""1""",,"=""T425LS""","=""L11744""",
Ne,2,"=""""","=""""","=""35.800607""","=""0.000012""","=""""","=""""",,"=""0.0000""","=""279324.8733""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""35.814228""","=""0.000012""","=""""","=""""",,"=""0.0000""","=""279218.6416""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""",,"=""""","=""""",
Ne,5,"=""35.8474""","=""0.0005""","=""35.8474""","=""0.0004""","=""1000bl""","=""7.3e+09""",E,"=""411.227""","=""279371.2""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p3""","=""3S*""","=""1""",,"=""T425LS""","=""L11744""",
Ne,4,"=""35.86957""","=""0.00020""","=""35.86951""","=""0.00021""","=""170000""","=""1.40e+10""",E,"=""41234.43""","=""320022.7""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s.2p4""","=""2P""","=""3/2""",,"=""u3,LS""","=""L17865""",
Ne,4,"=""""","=""""","=""35.87524""","=""0.00022""","=""m""","=""1.5e+09""",E,"=""41278.89""","=""320022.7""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s.2p4""","=""2P""","=""3/2""",,"=""u3,LS""","=""L17865""",
Ne,2,"=""""","=""""","=""35.888287""","=""0.000012""","=""""","=""""",,"=""780.4240""","=""279422.869""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""1/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""35.900913""","=""0.000012""","=""""","=""""",,"=""780.4240""","=""279324.8733""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",,"=""""","=""""",
Ne,5,"=""35.9375""","=""0.0005""","=""35.9374""","=""0.0004""","=""1000bl""","=""1.20e+10""",E,"=""1109.467""","=""279371.2""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p3""","=""3S*""","=""1""",,"=""T425LS""","=""L11744""",
Ne,2,"=""36.14326""","=""0.00016""","=""36.143213""","=""0.000012""","=""180""","=""""",,"=""0.0000""","=""276677.1142""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).3s""","=""2S""","=""1/2""",,"=""""","=""L1406""",
Ne,2,"=""36.24554""","=""0.00016""","=""36.245451""","=""0.000012""","=""120""","=""""",,"=""780.4240""","=""276677.1142""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1S).3s""","=""2S""","=""1/2""",,"=""""","=""L1406""",
Ne,7,"=""36.262""","=""0.005""","=""36.253""","=""0.009""","=""1900*""","=""""",,"=""1156150""","=""1431990""","=""1s2.2p.3p""","=""3D""","=""3""","=""1s2.2p.4s""","=""3P*""","=""2""",,"=""""","=""L9089""",
Ne,7,"=""36.262""","=""0.005""","=""36.262""","=""0.005""","=""1900*""","=""""",,"=""1177910""","=""1453680""","=""1s2.2p.3d""","=""3F*""","=""2""","=""1s2.2s.5g""","=""3G""","=""3""",,"=""""","=""L9089""",
Ne,7,"=""36.359""","=""0.008""","=""36.360""","=""0.008""","=""2900""","=""""",,"=""1178270""","=""1453300""","=""1s2.2p.3d""","=""3F*""","=""3""","=""1s2.2s.5g""","=""3G""","=""4""",,"=""""","=""L9089""",
Ne,7,"=""36.429""","=""0.008""","=""36.427""","=""0.007""","=""2500""","=""""",,"=""1179188""","=""1453710""","=""1s2.2p.3d""","=""3F*""","=""4""","=""1s2.2s.5g""","=""3G""","=""5""",,"=""""","=""L9089""",
Ne,5,"=""36.5591""","=""0.0005""","=""36.5593""","=""0.0004""","=""2000""","=""1.35e+10""",E,"=""30290.67""","=""303819.2""","=""2s2.2p2""","=""1D""","=""2""","=""2s.2p3""","=""1P*""","=""1""",,"=""T425""","=""L11744""",
Ne,7,"=""36.626""","=""0.015""","=""36.642""","=""0.012""","=""965l""","=""""",,"=""1194320""","=""1467230""","=""1s2.2p.3d""","=""3D*""","=""2""","=""1s2.2p.4f""","=""3D""","=""2""",,"=""""","=""L9089""",
Ne,7,"=""36.751""","=""0.005""","=""36.751""","=""0.005""","=""2900*""","=""""",,"=""1194538""","=""1466640""","=""1s2.2p.3d""","=""3D*""","=""3""","=""1s2.2p.4f""","=""3D""","=""3""",,"=""""","=""L9089""",
Ne,7,"=""36.751""","=""0.005""","=""36.761""","=""0.007""","=""2900*""","=""""",,"=""1194538""","=""1466569""","=""1s2.2p.3d""","=""3D*""","=""3""","=""1s2.2p.4f""","=""3G""","=""4""",,"=""""","=""L9089""",
Ne,7,"=""""","=""""","=""36.927""","=""0.005""","=""""","=""1.03e+09""",B,"=""1028366.7""","=""1299170""","=""1s2.2s.3p""","=""3P*""","=""0""","=""1s2.2s.4s""","=""3S""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""36.941""","=""0.015""","=""36.928""","=""0.011""","=""650bl""","=""""",,"=""1185130""","=""1455930""","=""1s2.2p.3p""","=""1D""","=""2""","=""1s2.2p.4d""","=""1D*""","=""2""",,"=""""","=""L9089""",
Ne,7,"=""""","=""""","=""36.945""","=""0.005""","=""""","=""3.1e+09""",B,"=""1028499.59""","=""1299170""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.4s""","=""3S""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""36.979""","=""0.005""","=""36.980""","=""0.005""","=""1600""","=""5.1e+09""",B,"=""1028755.1""","=""1299170""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4s""","=""3S""","=""1""",,"=""T5633c91,LS""","=""L9089""",
Ne,7,"=""37.067""","=""0.025""","=""37.062""","=""0.019""","=""530bl""","=""""",,"=""1185130""","=""1454950""","=""1s2.2p.3p""","=""1D""","=""2""","=""1s2.2s.5f""","=""1F*""","=""3""",,"=""""","=""L9089""",
Ne,7,"=""37.169""","=""0.025""","=""37.168""","=""0.018""","=""650""","=""""",,"=""1318110""","=""1587160""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""""",,"=""""","=""L9089""",
Ne,7,"=""""","=""""","=""37.243""","=""0.018""","=""m""","=""""",,"=""1194320""","=""1462830""","=""1s2.2p.3d""","=""3D*""","=""2""","=""1s2.2p.4f""","=""3F""","=""3""",,"=""""","=""L9089""",
Ne,7,"=""37.311""","=""0.005""","=""37.311""","=""0.008""","=""14000*""","=""""",,"=""1194060""","=""1462080""","=""1s2.2p.3d""","=""3D*""","=""1""","=""1s2.2p.4f""","=""3F""","=""2""",,"=""""","=""L9089""",
Ne,7,"=""37.311""","=""0.005""","=""37.312""","=""0.006""","=""14000*""","=""""",,"=""1194538""","=""1462550""","=""1s2.2p.3d""","=""3D*""","=""3""","=""1s2.2p.4f""","=""3F""","=""4""",,"=""""","=""L9089""",
Ne,7,"=""37.367""","=""0.015""","=""37.347""","=""0.010""","=""2500bl""","=""""",,"=""1194320""","=""1462080""","=""1s2.2p.3d""","=""3D*""","=""2""","=""1s2.2p.4f""","=""1F""","=""3""",,"=""""","=""L9089""",
Ne,7,"=""37.493""","=""0.005""","=""37.487""","=""0.008""","=""8500*""","=""""",,"=""1200470""","=""1467230""","=""1s2.2p.3d""","=""3P*""","=""1""","=""1s2.2p.4f""","=""3D""","=""2""",,"=""""","=""L9089""",
Ne,7,"=""37.493""","=""0.005""","=""37.493""","=""0.006""","=""8500*""","=""""",,"=""1199920""","=""1466640""","=""1s2.2p.3d""","=""3P*""","=""2""","=""1s2.2p.4f""","=""3D""","=""3""",,"=""""","=""L9089""",
Ne,7,"=""37.714""","=""0.005""","=""37.716""","=""0.006""","=""13000""","=""""",,"=""1071914""","=""1337056""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.4f""","=""1F*""","=""3""",,"=""""","=""L9089""",
Ne,7,"=""37.890""","=""0.010""","=""37.889""","=""0.010""","=""1600""","=""8.2e+09""",C,"=""1206150""","=""1470080""","=""1s2.2p.3p""","=""1S""","=""0""","=""1s2.2p.4d""","=""1P*""","=""1""",,"=""T5633c91""","=""L9089""",
Ne,7,"=""37.924""","=""0.005""","=""37.925""","=""0.004""","=""740""","=""""",,"=""1054428.3""","=""1318110""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4p""","=""3P*""","=""2""",,"=""""","=""L9089""",
Ne,3,"=""37.93059""","=""""","=""37.93082""","=""0.00015""","=""180""","=""1.93e+10""",B,"=""25840.72""","=""289478.6""","=""2s2.2p4""","=""1D""","=""2""","=""2s.2p5""","=""1P*""","=""1""",,"=""c52""","=""L7251""",
Ne,8,"=""38.149""","=""0.010""","=""38.146""","=""0.010""","=""1700*""","=""1.51e+09""",A,"=""[1469616]""","=""[1731768]""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",,"=""T7495""","=""L9090""",
Ne,8,"=""38.149""","=""0.010""","=""38.155""","=""0.010""","=""1700*""","=""1.52e+09""",A,"=""[1469616]""","=""[1731708]""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",,"=""T7495""","=""L9090""",
Ne,7,"=""38.470""","=""0.015""","=""38.466""","=""0.013""","=""800bl""","=""""",,"=""1172020""","=""1431990""","=""1s2.2p.3p""","=""3P""","=""1""","=""1s2.2p.4s""","=""3P*""","=""2""",,"=""""","=""L9089""",
Ne,7,"=""38.513""","=""0.005""","=""38.515""","=""0.004""","=""940""","=""""",,"=""1172350""","=""1431990""","=""1s2.2p.3p""","=""3P""","=""2""","=""1s2.2p.4s""","=""3P*""","=""2""",,"=""""","=""L9089""",
Ne,7,"=""""","=""""","=""38.60""","=""0.07""","=""""","=""7.e+06""",D,"=""1194060""","=""1453100""","=""1s2.2p.3d""","=""3D*""","=""1""","=""1s2.2s.5d""","=""3D""","=""2""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""""","=""""","=""38.63""","=""0.09""","=""""","=""3.4e+07""",C,"=""1194060""","=""1452900""","=""1s2.2p.3d""","=""3D*""","=""1""","=""1s2.2s.5d""","=""3D""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""""","=""""","=""38.63""","=""0.04""","=""""","=""5.e+06""",D,"=""1194320""","=""1453200""","=""1s2.2p.3d""","=""3D*""","=""2""","=""1s2.2s.5d""","=""3D""","=""3""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""""","=""""","=""38.64""","=""0.06""","=""""","=""3.1e+07""",C,"=""1194320""","=""1453100""","=""1s2.2p.3d""","=""3D*""","=""2""","=""1s2.2s.5d""","=""3D""","=""2""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""""","=""""","=""38.66""","=""0.04""","=""""","=""4.0e+07""",C,"=""1194538""","=""1453200""","=""1s2.2p.3d""","=""3D*""","=""3""","=""1s2.2s.5d""","=""3D""","=""3""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""""","=""""","=""38.67""","=""0.09""","=""""","=""1.1e+07""",D,"=""1194320""","=""1452900""","=""1s2.2p.3d""","=""3D*""","=""2""","=""1s2.2s.5d""","=""3D""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""""","=""""","=""38.68""","=""0.06""","=""""","=""7.e+06""",D,"=""1194538""","=""1453100""","=""1s2.2p.3d""","=""3D*""","=""3""","=""1s2.2s.5d""","=""3D""","=""2""",,"=""T5633c91,LS""","=""""",
Ne,4,"=""38.7145""","=""0.0006""","=""38.7141""","=""0.0003""","=""46000*""","=""5.1e+09""",E,"=""62434.45""","=""320738.1""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s.2p4""","=""2P""","=""1/2""",,"=""u3,LS""","=""L2310""",
Ne,4,"=""38.7145""","=""0.0006""","=""38.7151""","=""0.0003""","=""46000*""","=""2.4e+09""",E,"=""62440.78""","=""320738.1""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s.2p4""","=""2P""","=""1/2""",,"=""u3,LS""","=""L2310""",
Ne,4,"=""38.8220""","=""0.0006""","=""38.8216""","=""0.0003""","=""70000*""","=""1.2e+09""",E,"=""62434.45""","=""320022.7""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s.2p4""","=""2P""","=""3/2""",,"=""u3,LS""","=""L2310""",
Ne,4,"=""38.8220""","=""0.0006""","=""38.8226""","=""0.0003""","=""70000*""","=""6.2e+09""",E,"=""62440.78""","=""320022.7""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s.2p4""","=""2P""","=""3/2""",,"=""u3,LS""","=""L2310""",
Ne,7,"=""39.083""","=""0.010""","=""39.080""","=""0.008""","=""5700bl""","=""""",,"=""1212060""","=""1467946""","=""1s2.2p.3d""","=""1F*""","=""3""","=""1s2.2p.4f""","=""1G""","=""4""",,"=""""","=""L9089""",
Ne,6,"=""""","=""""","=""39.11""","=""0.03""","=""""","=""1.51e+08""",B,"=""855720""","=""1111379""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""","=""2s2.5d""","=""2D""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,7,"=""39.189""","=""0.025""","=""39.197""","=""0.023""","=""440?""","=""""",,"=""1333900""","=""1589020""","=""1s2.2s.4d""","=""1D""","=""2""","=""1s2.2p.5d""","=""1F*""","=""3""",,"=""""","=""L9089""",
Ne,6,"=""""","=""""","=""39.236""","=""0.023""","=""""","=""1.80e+08""",B,"=""856510""","=""1111379""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",,"=""T7192c91,LS""","=""""",
Ne,6,"=""""","=""""","=""39.236""","=""0.023""","=""""","=""3.0e+07""",C,"=""856510""","=""1111379""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,7,"=""39.292""","=""0.005""","=""39.291""","=""0.005""","=""1200""","=""""",,"=""1212060""","=""1466569""","=""1s2.2p.3d""","=""1F*""","=""3""","=""1s2.2p.4f""","=""3G""","=""4""",,"=""""","=""L9089""",
Ne,4,"=""""","=""""","=""39.35448""","=""0.00022""","=""""","=""""",,"=""0.00""","=""254100.7""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s.2p4""","=""2D""","=""3/2""",,"=""""","=""L6214""",
Ne,8,"=""39.425""","=""0.015""","=""39.428""","=""0.015""","=""830""","=""""",,"=""8778900""","=""9032530""","=""1s.2s.(3S).4d""","=""4D""","=""""","=""1s.2s.(3S).6f""","=""4F*""","=""""",,"=""""","=""L9090u58""",
Ne,7,"=""""","=""""","=""39.613""","=""0.013""","=""""","=""2.6e+07""",C,"=""1194320""","=""1446760""","=""1s2.2p.3d""","=""3D*""","=""2""","=""1s2.2p.4p""","=""3D""","=""3""",,"=""T5633c91,LS""","=""""",
